chr	start	end	nCG	meanMethy1	meanMethy2
chr1	148328044	148328163	4	0.410344327266195	0.889482807706318
chr8	57664851	57665000	4	0.247351000034665	0.763474263157954
chr11	87706048	87706232	4	0.4624583641388	0.910272878990925
chrX	63712660	63712736	4	0.423301338709016	0.94829957610159
chr4	113948307	113948511	4	0.741565249311881	0.198499098389422
LNAT02016268	265	420	4	0.375100090218976	0.898784535699225
LNAT02009834	414345	414595	4	0.666996411547991	0.136518490180538
chr4	33765497	33765621	4	0.868166141845898	0.34530809485599
chr8	98885357	98885532	4	0.284071599704607	0.818547932229814
chr11	21453745	21453809	4	0.612830101970778	0.0722570405474064
chr1	196612406	196612628	4	0.545494173052838	0.0849510049185513
chr4	66972834	66972890	4	0.389575217222804	0.909871873477724
chr15	46405349	46405408	4	0.726119611253682	0.19241026902394
chr4	24055921	24056014	4	0.622343718455995	0.0936677639601141
chr1	155982489	155982556	4	0.808178563885355	0.288694403219794
chr5	118495130	118495291	4	0.298639048083365	0.789790602756078
chr2	150457733	150457789	4	0.593023240976868	0.117121348244602
chr1	147779004	147779092	4	0.815363980338161	0.283014693114271
chr9	73411815	73411883	4	0.440318563332156	0.899155129908823
chr3	6590006	6590229	4	0.671789648575759	0.151938556997477
chr18	35353846	35353989	4	0.483724353722955	0.936336103873903
chr8	76654146	76654239	4	0.0920088052666559	0.625587692149942
chr7	78467385	78467483	4	0.638218966974196	0.133371072321949
chr4	116278115	116278175	4	0.254960188165439	0.807154356511728
chr6	40797099	40797332	4	0.461609250006193	0.916697818095949
chr3	69699024	69699083	4	0.574291673935546	0.0948533860473862
chr10	62935619	62935729	4	0.361093649798253	0.859951312657759
chr13	67138732	67138904	4	0.767886335745645	0.243571794862661
chr12	69475493	69475551	4	0.351155737992835	0.89544495768226
chr11	60001767	60001888	4	0.487904869767469	0.942265052451053
chr3	65370095	65370244	4	0.756171652140967	0.208949401099308
chr7	19760541	19760723	4	0.80316150283891	0.300996580850033
chr3	2798159	2798229	4	0.350913619297276	0.850014687350177
chr13	18073058	18073240	4	0.3505740342854	0.859886149300259
chr7	100059510	100059686	4	0.730815646384387	0.234336871412076
chr12	70268653	70268721	4	0.340615385275543	0.844742419882791
chr2	160716215	160716290	4	0.703387895848315	0.2040810807928
chr2	182664682	182664834	4	0.478402934654405	0.928730089871488
chr7	49696688	49696739	4	0.763919032218972	0.239852932015808
chr6	64357058	64357219	4	0.549352117607915	0.094327737945676
chr10	54775645	54775737	4	0.334372757107168	0.822891378909994
chr20	5231637	5231773	4	0.432293605094009	0.908657669821888
chr3	34315026	34315196	4	0.432930611392428	0.894175772597359
chr1	172671402	172671568	4	0.372206645338554	0.866322763291921
chr18	16054130	16054311	4	0.354993295768869	0.838482304690597
chrX	101507650	101507773	4	0.400005027787292	0.912348833916826
chr11	26742228	26742360	4	0.606517918860759	0.0821006349995034
chr4	16068821	16068924	4	0.859420611869685	0.30789424097799
chr14	22576154	22576520	4	0.584770462665283	0.135403357695516
chr2	107747771	107748010	4	0.834559259738345	0.285089123063918
chrX	56200673	56200911	4	0.472771941638495	0.941715708778643
chr1	91061425	91061479	4	0.800424152592056	0.246963542857354
chr2	76439458	76439539	4	0.760570821598654	0.183993837014961
chr2	171576513	171576593	4	0.902217756942271	0.377224757126413
chr1	107080005	107080255	4	0.651723886918794	0.142426180626577
chr7	115384296	115384400	4	0.520199219266379	0.956143643136558
chr9	46955343	46955410	4	0.355970521783542	0.854091044373937
chr16	31083431	31083485	4	0.340244640740476	0.840392915007361
chr16	54833188	54833343	4	0.408159994020834	0.883926863001632
LNAT02000560	2716	2779	4	0.517997728061769	0.0356447503741373
chr2	95042629	95042690	4	0.441401491865939	0.951219372454335
chr4	24984053	24984147	4	0.432441714298293	0.89402315997823
chr6	63945116	63945204	4	0.498533211554509	0.95824116026901
chr4	41817390	41817621	4	0.49045543794671	0.920180591506336
chr14	19727418	19727562	4	0.417238780519799	0.890240433472731
chr1	101029020	101029200	4	0.675382355899387	0.204689396668902
chr1	185190439	185190607	4	0.480992520466853	0.953791655635304
chr9	85685789	85685870	4	0.570722949051795	0.106988671532321
chr3	144276799	144276941	4	0.63777376419635	0.127237280814744
chr8	11044872	11044986	4	0.462483521446886	0.971508322168942
chr4	93974773	93974920	4	0.693475238614324	0.133247749342578
chr6	106817348	106817423	4	0.577116617854608	0.12554142150004
chr1	199827959	199828050	4	0.35251183302144	0.868267175404399
chr7	118803352	118803426	4	0.68061248447811	0.120641014010004
chr20	7747434	7747583	4	0.323188885666979	0.830969871989811
chr3	64808902	64808957	4	0.794722757105482	0.278355803825363
chr1	69865205	69865292	4	0.497207406196305	0.0492722543867424
chr6	75921770	75921920	4	0.710023962428677	0.177461690154786
chr1	139952141	139952289	4	0.373871535008924	0.850430801755974
chr8	21268387	21268568	4	0.366722463058752	0.862316330980825
chr2	24577107	24577202	4	0.26192057651647	0.763680415656373
chr16	73333734	73333794	4	0.775523233940386	0.253110970791056
chr9	24458700	24458779	4	0.652998768029952	0.119545413329839
chr1	176720099	176720165	4	0.642680079588084	0.122454437817397
chr1	128004973	128005134	4	0.718192035668393	0.205147629336742
chr7	2015908	2016047	4	0.373808259849828	0.889577753794394
chr4	132805193	132805263	4	0.604212042947035	0.0871001490628505
chr16	20865435	20865538	4	0.367694712884187	0.867822814411969
chr1	177788649	177788776	4	0.744739430417025	0.237832625678473
chr10	80387646	80387835	4	0.21462024314094	0.737925637847708
chr1	102984714	102984786	4	0.617512167315055	0.0884516934467643
chr1	90898566	90898654	4	0.371979028506857	0.861699180718011
chr1	17213101	17213208	4	0.405299750327724	0.886134921151801
chr16	40246843	40247556	4	0.220720886951816	0.672411762955431
chr15	70347354	70347599	4	0.555927881705468	0.972516090661769
chr5	112481795	112481850	4	0.720038154131475	0.135425016957443
chr14	75853197	75853562	4	0.741625365883045	0.204303163264373
chr17	34586358	34586547	4	0.605529865868255	0.10554069541004
chr17	13651853	13651989	4	0.730616341702767	0.21006220491088
chr7	113576810	113576865	4	0.693753864797184	0.170901949611404
chr4	30218988	30219121	4	0.204941519250069	0.704815835050816
chr16	22347447	22347514	4	0.803608597161253	0.26006554880421
chr1	138338767	138338853	4	0.444585350606569	0.904367331744322
chr4	20042548	20042637	4	0.369518006954707	0.878802990229568
chr1	162734363	162734434	4	0.819032702031202	0.302292696109202
chr1	148527431	148527495	4	0.614208475117384	0.116506505550627
LNAT02011404	4058107	4058209	4	0.423657937543271	0.891467473599484
chr2	83426628	83426780	4	0.714763292097219	0.202170985521124
chr5	75496731	75496785	4	0.651567123616702	0.116297224995293
chr9	5475734	5475787	4	0.65674401620484	0.170120730742824
chr1	28926300	28926526	4	0.776893372802431	0.241225380974229
chr10	81084857	81084911	4	0.503831016729543	0.937556627296562
chr4	42617482	42617532	4	0.763211076234305	0.209620181979961
chr5	28543679	28543735	4	0.359928717980984	0.881005771381446
chr1	184194056	184194208	4	0.474687604831248	0.913020777757576
LNAT02009834	175830	176051	4	0.208258144048702	0.753062585915345
chr1	3012417	3012487	4	0.316741787057832	0.814458756518267
chr13	52880259	52880323	4	0.492654973767139	0.92833728624386
chr14	73859180	73859263	4	0.368013639786851	0.868819770703204
chr18	5549703	5549804	4	0.319733788133622	0.854845680225083
chr1	160393679	160393738	4	0.300212655564255	0.816412771926307
chr8	53216174	53216238	4	0.309099812984288	0.80914297171241
chr15	20804152	20804223	4	0.437139735408942	0.912909005771865
chr2	175618263	175618350	4	0.592601201369899	0.0973899650376564
chr8	86607653	86607749	4	0.792353337128223	0.234919219245601
chr11	55286501	55286601	4	0.504500847593578	0.942208395697101
chr1	22296191	22296251	4	0.516160271144446	0.960088828860612
chr16	29088788	29088925	4	0.406863452905782	0.90661606712543
chr2	75422212	75422301	4	0.686490454198919	0.145976006068464
chr1	17973149	17973245	4	0.607587053885107	0.120182656201431
chr6	1256697	1256773	4	0.860713889039653	0.306139049852551
chr5	115981696	115981808	4	0.519269019681889	0.0494098467648836
chr3	42193489	42193561	4	0.423915065550855	0.964377309106389
chr8	44985126	44985326	4	0.691500027245069	0.142852613884057
chr1	16310148	16310368	4	0.71192837007746	0.211674939834559
chr18	9784965	9785135	4	0.438082636500907	0.900425593214213
chr10	63378245	63378456	4	0.700368161309188	0.210900455814171
chr3	65594359	65594505	4	0.38511171234133	0.86934265492952
chr2	135728353	135728427	4	0.446098838464811	0.900182134809484
chr3	103647463	103647586	4	0.396814692037753	0.916431912524166
chr14	86800079	86800226	4	0.666249490469506	0.184670212217892
chr7	7905889	7905977	4	0.479328421144431	0.0264964355782075
chr18	9707871	9708129	4	0.480639601366841	0.906700002888571
chr1	28577849	28577905	4	0.732527494001008	0.204369103487091
chr9	49908336	49908413	4	0.450981090719478	0.902649928614056
chr20	20274060	20274530	4	0.303590941424055	0.771036786136617
chr3	64437632	64437706	4	0.314292986605854	0.875263415531895
chr5	44781225	44781348	4	0.287889154587934	0.790012649306414
chr5	116743082	116743176	4	0.434918252597501	0.906200247017069
chr10	102630580	102630648	4	0.484430579525051	0.944990013067177
chr2	152170274	152170342	4	0.327423685062383	0.850125537569168
chr4	2734775	2734889	4	0.361535986844684	0.850055935303489
chr15	24705028	24705252	4	0.419781683589855	0.886773880000298
chr15	58561876	58561938	4	0.67435837705432	0.169889787817886
chr14	59168570	59168639	4	0.18351295854149	0.728940318225797
chr3	135736480	135736539	4	0.881993459343952	0.343948326345484
chr1	205254489	205254736	4	0.781687063821166	0.234218197640437
chr1	155416437	155416491	4	0.602756787937021	0.0890422271972346
chr10	5123075	5123336	4	0.324262028857355	0.804096288784869
chr7	41846046	41846126	4	0.397466200660928	0.869823889580734
chr17	38946047	38946097	4	0.742774908217648	0.208617844245971
chr7	7397608	7397753	4	0.179253625049748	0.734060765917058
chr18	810921	811006	4	0.714262232879161	0.177137548568869
chr19	33395690	33395909	4	0.825671597819916	0.325213969368411
chr7	102966655	102966819	4	0.391942369431313	0.85985399878378
chr5	31243051	31243180	4	0.278699305790479	0.769931450205122
chr11	41163764	41163963	4	0.740909932784307	0.225659486850333
chr2	123164651	123164702	4	0.240980035421613	0.776248135350282
chr3	78406545	78406678	4	0.807721428238617	0.28316550589069
chr7	58083462	58083592	4	0.317551063459606	0.807192463695152
chr12	33329828	33329921	4	0.26536544921475	0.76696699669585
chr7	54644019	54644208	4	0.789908643473861	0.283260767563862
chr15	30062216	30062321	4	0.879195161600637	0.369035054949501
chr4	45272980	45273074	4	0.415335747119778	0.911295974266053
chr2	42818224	42818377	4	0.430299355969943	0.917570276375469
chrX	71368627	71368809	4	0.593977973546001	0.105688463844351
LNAT02006055	590	831	4	0.394837057541866	0.888012629011284
chrX	17904298	17904500	4	0.491555721812712	0.950704188846129
chr9	20505253	20505374	4	0.465096805346482	0.939641492668008
chr11	65122686	65122913	4	0.721345190238143	0.191437178610551
chr8	15583973	15584121	4	0.285365068489664	0.958081761406927
chrX	77451369	77451614	4	0.493178976500813	0.956226084417605
chr2	186839275	186839416	4	0.34975904251337	0.865602571059156
chr15	57708891	57709107	4	0.332289230456185	0.832783480123958
chr20	3380931	3381047	4	0.594897087466133	0.100416030649282
chr2	158939745	158939954	4	0.435836054596916	0.914323652877909
chr10	12288154	12288207	4	0.775330729376668	0.250162857446627
chr19	28087248	28087412	4	0.455654110686401	0.905899143037846
chr2	108220337	108221264	5	0.657225035013506	0.244942543331353
chr11	55604327	55604408	4	0.563209055720574	0.0680185739703876
chr1	97965476	97965532	4	0.461328379100042	0.92829354497278
chrX	38485168	38485309	4	0.846612390723948	0.278970375415652
chr18	31677039	31677206	4	0.659551021663677	0.133759271039043
chr6	67146126	67146208	4	0.583867397619656	0.0726540571741717
chr5	106644631	106644728	4	0.695744356697246	0.165466747696972
chr3	135035382	135035501	4	0.485496650090961	0.946842483110251
chr2	16333664	16333724	4	0.618924796755661	0.142686799592184
chrX	98215458	98215522	4	0.805603457406025	0.284390695647885
chr1	81309371	81309605	4	0.470485725571106	0.913231787991685
chr1	20322697	20322755	4	0.235031077916686	0.754188360235175
chr5	117045002	117045105	4	0.394482497649792	0.876356179868215
chr3	42962162	42962257	4	0.70426866191132	0.170032848091172
chr16	75814255	75814367	4	0.911609046393899	0.394521095508083
chr1	127478268	127478442	4	0.349825037519499	0.831833379958668
chrX	78924772	78924903	4	0.080415434150412	0.636547004131127
chr11	26294812	26294881	4	0.870415453299142	0.251537567723228
chr10	46959814	46959892	4	0.466055496731309	0.945331916528189
chr1	59212409	59212541	4	0.548084902404264	0.0728549440353036
chr7	73509448	73509499	4	0.448705833071248	0.922197009570147
chr11	95053121	95053379	4	0.633478008876438	0.103694296931978
chr10	47766315	47766447	5	0.641054681763339	0.0797531555744753
chr17	33287431	33287490	4	0.388813468134326	0.913385585665715
chr2	149272550	149272759	4	0.759531230378047	0.232662025645633
chr1	135359456	135359690	4	0.707662784870395	0.18972047309264
chr5	117882266	117882345	4	0.506715988449529	0.945966992797231
chr3	92674934	92675148	4	0.454642377403897	0.907010770390945
chr6	70092495	70092611	4	0.442464500712798	0.895288438236153
chr5	110599036	110599162	4	0.700419443319203	0.170209325753696
chr5	15936231	15936398	4	0.153032395935634	0.692769327006212
chr1	173715067	173715214	4	0.63149528792311	0.140307343206383
chr6	43312210	43312365	4	0.379273642950539	0.867967869283493
chr5	129359327	129359448	4	0.715416398846664	0.218588102996593
chrX	98434598	98434807	4	0.429047030675746	0.941387017585538
chr7	123602707	123602811	4	0.443259014214518	0.901525650447126
chr3	97584912	97585031	4	0.307152699964645	0.814621531707051
chr2	75346032	75346275	4	0.123192981441378	0.623564719297317
chr2	11227740	11227822	4	0.118226400808809	0.6159592242467
chr14	92973543	92973661	4	0.758466252510673	0.219591984983358
chr11	32458068	32458145	4	0.571801112523997	0.077206992436967
chr2	163254510	163254642	4	0.597344230501731	0.106700102096042
chr3	28253951	28254024	4	0.430453344914046	0.883161616628681
chr19	11509422	11509523	4	0.798272168334337	0.24480023666646
chr14	83445960	83446014	4	0.383413363654039	0.853669541295035
chr18	17220897	17221046	4	0.438301755520939	0.930985753261351
chr7	133772975	133773314	4	0.373065570866367	0.896871560777696
chr1	102807853	102807933	4	0.64094550456011	0.136145580850746
chr5	117669997	117670096	4	0.43509336423348	0.925458466476415
chr1	16724010	16724069	4	0.61252807668172	0.117176333259066
chr8	90488047	90488150	4	0.89993069832572	0.412121443463584
chr15	5299962	5300143	4	0.403546070183754	0.877064793624263
chrX	14269394	14269501	4	0.367463749270018	0.868219367526911
chr19	30388510	30388661	4	0.623409309009505	0.0928236180801629
chr16	7990070	7990186	4	0.212889137309871	0.725828986194329
chr2	163717971	163718058	4	0.290106258384033	0.950978364504022
chr2	91730086	91730319	4	0.412694772166615	0.906918005195571
chr6	65516311	65516456	4	0.446928862309224	0.91853283138379
chr2	14314595	14314646	4	0.579769585015384	0.105620426378379
chr9	58692739	58692952	4	0.65805166195743	0.182707315659575
chr11	14500092	14500227	4	0.410988817796235	0.900631471363496
chr1	186403392	186403471	4	0.637955922124255	0.154252759553346
chr4	82022937	82023043	4	0.581543341374184	0.0965665136300945
chr10	47402216	47402304	4	0.340253722822643	0.852592895108701
chr16	63791784	63791938	4	0.425131777680568	0.894276059917737
chr3	119068758	119068882	4	0.766518244674855	0.249908542763856
chr2	58830737	58830903	4	0.636986344912135	0.144857176638982
chr3	78719691	78720008	4	0.757816472860055	0.243323682544761
chrX	64189215	64189289	4	0.472508528332592	0.982287862129815
chr11	25412123	25412194	4	0.716671608426004	0.200319672307257
chr7	131474513	131474709	4	0.375362268385488	0.851821054792362
chr2	31103440	31103545	4	0.850794916469825	0.321079568807626
chr1	212675504	212675575	4	0.293361527994651	0.826444213681246
chr4	52944633	52944808	4	0.322704277831582	0.848307341883321
chr4	65717862	65717977	4	0.576115449227088	0.0740767590342249
chr2	497877	498012	4	0.131929755657475	0.646132034604548
chr8	124722994	124723111	4	0.875348776621891	0.330905357978995
chr19	11227947	11228081	4	0.444615281881566	0.892734763094558
chrX	17753739	17753858	4	0.462357325592475	0.948898272482321
chr10	63810169	63810395	4	0.40157605318811	0.862215218516253
